// HASH_VALUE 4E6651617D57DB99
// INDEX 0
abandon_mission	[&TSK&你放弃了一个任务。]
// INDEX 7213
template_task_kill_npc_3_title_bandit_7	[$giver$ 的朋友 $f$ 需要人手在 $region$ 与 $target$ 作战。]

// HASH_VALUE A02E03F1B23E3B2E
// INDEX 7214
template_task_kill_npc_3_title_bandit_8	[$giver$ 的朋友 $f$ 需要人手在 $region$ 处决 $target$。]

// HASH_VALUE 723603EDC83E3B2E
// INDEX 7215
template_task_kill_npc_3_title_bandit_9	[$giver$ 的朋友 $f$ 需要有人在 $region$ 杀死 $target$。]

// HASH_VALUE E4C3036C731E0FA1
// INDEX 7216
template_task_kill_npc_3_title_bandit_10	[$giver$ 的朋友 $f$ 需要有人在 $region$ 与 $target$ 作战。]

//double fame
// HASH_VALUE 7DDEF8FA3A50B3CB
// INDEX 7217
template_task_kill_npc_3_title_tribe_1	[找到 $chasseur$，问怎么才能找到 Goari 的蛋。]

// HASH_VALUE 0ECC66A6F99E66D3
// INDEX 7218
template_task_kill_npc_3_title_tribe_2	[在 $region$ 消灭 $target.member$，为 $giver$ 的朋友 $f$。]

// HASH_VALUE BA19CB36C59826AD
// INDEX 7219
template_task_kill_npc_3_title_tribe_3	[在 $region$ 与 $target.member$ 作战，为 $giver$ 的朋友 $f$。]

// HASH_VALUE E3CC66A6F99E66DB
// INDEX 7220
template_task_kill_npc_3_title_tribe_4	[在 $region$ 处决 $target.member$，为 $giver$ 的朋友 $f$。]

// HASH_VALUE F9DEB40D7994C49B
// INDEX 7221
template_task_kill_npc_3_title_tribe_5	[$giver$ 的朋友 $f$ 需要人手在 $region$ 消灭 $target.member$。]

// HASH_VALUE F9DEB4116494C49B
// INDEX 7222
template_task_kill_npc_3_title_tribe_6	[$giver$ 的朋友 $f$ 需要人手在 $region$ 杀死 $target.member$。]

// HASH_VALUE CE3023967C45A4A1
// INDEX 7223
template_task_kill_npc_3_title_tribe_7	[$giver$ 的朋友 $f$ 需要人手在 $region$ 与 $target.member$ 作战。]

// HASH_VALUE F9DEB4154E94C49B
// INDEX 7224
template_task_kill_npc_3_title_tribe_8	[$giver$ 的朋友 $f$ 需要人手在 $region$ 处决 $target.member$。]

// HASH_VALUE CBE6B4116494C49B
// INDEX 7225
template_task_kill_npc_3_title_tribe_9	[$giver$ 的朋友 $f$ 需要有人在 $region$ 杀死 $target.member$。]

// HASH_VALUE A03823967C45A4A1
// INDEX 7226
template_task_kill_npc_3_title_tribe_10	[$giver$ 的朋友 $f$ 需要有人在 $region$ 与 $target.member$ 作战。]

//tribe
// HASH_VALUE 66C8C24A4E83D304
// INDEX 7227
template_task_kill_npc_4_title_bandit_1	[在 $region$ 杀死 $target$，为 $f.mda$ $f.member$。]

// HASH_VALUE 7BC8C24A4E83D300
// INDEX 7228
template_task_kill_npc_4_title_bandit_2	[在 $region$ 消灭 $target$，为 $f.mda$ $f.member$。]

// HASH_VALUE 11F4208FDC37A699
// INDEX 7229
template_task_kill_npc_4_title_bandit_3	[在 $region$ 与 $target$ 作战，为 $f.mda$ $f.member$。]

// HASH_VALUE 50C8C24A4E83D308
// INDEX 7230
template_task_kill_npc_4_title_bandit_4	[在 $region$ 处决 $target$，为 $f.mda$ $f.member$。]

// HASH_VALUE 8A786F7009A55408
// INDEX 7231
template_task_kill_npc_4_title_bandit_5	[$f.mda$ $f.member$ 需要人手在 $region$ 消灭 $target$。]

// HASH_VALUE 8A336F7009A55408
// INDEX 7232
template_task_kill_npc_4_title_bandit_6	[$f.mda$ $f.member$ 需要人手在 $region$ 杀死 $target$。]

// HASH_VALUE EBDD6765E541F708
// INDEX 7233
template_task_kill_npc_4_title_bandit_7	[$f.mda$ $f.member$ 需要人手在 $region$ 与 $target$ 作战。]

// HASH_VALUE 8BAE6F7009A55408
// INDEX 7234
template_task_kill_npc_4_title_bandit_8	[$f.mda$ $f.member$ 需要人手在 $region$ 处决 $target$。]

// HASH_VALUE 8A336F7009195708
// INDEX 7235
template_task_kill_npc_4_title_bandit_9	[$f.mda$ $f.member$ 需要有人在 $region$ 杀死 $target$。]

// HASH_VALUE EBDD6765E5B5FA08
// INDEX 7236
template_task_kill_npc_4_title_bandit_10	[$f.mda$ $f.member$ 需要有人在 $region$ 与 $target$ 作战。]

//tribe
// HASH_VALUE 0AFA24CCBA823E17
// INDEX 7237
template_task_kill_npc_4_title_tribe_1	[在 $region$ 杀死 $target.member$，为 $f.mda$ $f.member$。]

// HASH_VALUE 01BF0F32DF03F98D
// INDEX 7238
template_task_kill_npc_4_title_tribe_2	[把 $giver$ 的朋友 $f.member$ 的订单带到 $region$。]

// HASH_VALUE FAE1AF471D06C1CC
// INDEX 7239
template_task_kill_npc_4_title_tribe_3	[此任务暂时无法承接，稍后再来。]

// HASH_VALUE 1FFA24CCBA823E13
// INDEX 7240
template_task_kill_npc_4_title_tribe_4	[在 $region$ 消灭 $target.member$，为 $f.mda$ $f.member$。]

// HASH_VALUE 939F04D264FB8074
// INDEX 7241
template_task_kill_npc_4_title_tribe_5	[$f.mda$ $f.member$ 需要人手在 $region$ 消灭 $target.member$。]

// HASH_VALUE 935A04D264FB8074
// INDEX 7242
template_task_kill_npc_4_title_tribe_6	[$f.mda$ $f.member$ 需要人手在 $region$ 杀死 $target.member$。]

// HASH_VALUE 751F30CAE570144F
// INDEX 7243
template_task_kill_npc_4_title_tribe_7	[$f.mda$ $f.member$ 需要人手在 $region$ 与 $target.member$ 作战。]

// HASH_VALUE 94D504D264FB8074
// INDEX 7244
template_task_kill_npc_4_title_tribe_8	[$f.mda$ $f.member$ 需要人手在 $region$ 处决 $target.member$。]

// HASH_VALUE 935A04D2646F8374
// INDEX 7245
template_task_kill_npc_4_title_tribe_9	[$f.mda$ $f.member$ 需要有人在 $region$ 杀死 $target.member$。]

// HASH_VALUE 751F30CAE5E4174F
// INDEX 7246
template_task_kill_npc_4_title_tribe_10	[$f.mda$ $f.member$ 需要有人在 $region$ 与 $target.member$ 作战。]

// HASH_VALUE 588FBB266933C211
// INDEX 7247
template_task_kill_npc_intro_bandit_money	[消灭 $qt$ 名 $target$ 成员——臭名昭著的土匪，我付你 $reward$。]

// HASH_VALUE 71D85115720E95F9
// INDEX 7248
template_task_kill_npc_intro_bandit_money_timed	[消灭 $qt$ 名 $target$ 成员——臭名昭著的土匪。我付你 $reward$ 达珀。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE C455DE5B1FB01BB4
// INDEX 7249
template_task_kill_npc_intro_bandit_fame_timed	[消灭 $qt$ 名 $target$ 成员——臭名昭著的土匪。$f.mda$ $f.member$ 将感激不尽。\n
	\n
	但要快，非常紧急。]

// HASH_VALUE A0E21F30E2D9EC0B
// INDEX 7250
template_task_kill_npc_intro_bandit_fame	[消灭 $qt$ 名 $target$ 成员——臭名昭著的土匪。$f.mda$ $f.member$ 将感激不尽。]

// HASH_VALUE C88FBB26695960EE
// INDEX 7251
template_task_kill_npc_intro_tribe_money	[消灭 $qt$ 名 $target$ 成员——臭名昭著的土匪，我付你 $reward$ 达珀。]

// HASH_VALUE 9A9382E09303F536
// INDEX 7252
template_task_kill_npc_intro_tribe_money_timed	[消灭 $qt$ 名 $target.member$——一个敌对部族。我付你 $reward$ 达珀。\n
	\n
	别磨蹭，非常紧急！]

// HASH_VALUE EA7E6A82BB6E2470
// INDEX 7253
template_task_kill_npc_intro_tribe_fame_timed	[消灭 $qt$ 名 $target.member$——一个敌对部族。$f.mda$ $f.member$ 将感激不尽。\n
	\n
	别磨蹭，非常紧急！]

// HASH_VALUE E130357719D1E381
// INDEX 7254
template_task_kill_npc_intro_tribe_fame	[消灭 $qt$ 名 $target.member$——一个敌对部族。$f.mda$ $f.member$ 将感激不尽。]

// HASH_VALUE DE713B7C6751251F
// INDEX 7255
template_task_kill_npc_objective_bandit_1	[在 $p$ 杀死 $qt$ 只 $target$。]

//default text
// HASH_VALUE BE882088E6F4A26C
// INDEX 7256
template_task_kill_species_0_title_1	[在 $region$ 杀死动物。]

// HASH_VALUE B0882088E6F4A200
// INDEX 7257
template_task_kill_species_0_title_2	[在 $region$ 猎捕动物。]

// HASH_VALUE B0882088E6F4A2E6
// INDEX 7258
template_task_kill_species_0_title_3	[在 $region$ 猎杀动物。]

// HASH_VALUE 2288E416E4029AC4
// INDEX 7259
template_task_kill_species_0_title_4	[调控 $region$ 的物种。]

// HASH_VALUE 263E0435B16C4364
// INDEX 7260
template_task_kill_species_0_title_5	[$giver$ 需要有人追踪 $region$ 的 kitin。]

// HASH_VALUE E58CC049EA1C76CD
// INDEX 7261
template_task_kill_species_0_title_6	[$giver$ 需要有人在 $region$ 驱赶动物。]

// HASH_VALUE E58CC049B91C76CD
// INDEX 7262
template_task_kill_species_0_title_7	[$giver$ 需要有人在 $region$ 清除动物。]

// HASH_VALUE 6493BC35B61CD814
// INDEX 7263
template_task_kill_species_0_title_8	[$giver$ 需要有人调控 $region$ 的物种。]

// HASH_VALUE 87D66A8DD0049112
// INDEX 7264
template_task_kill_species_0_title_9	[$giver$ 想清除 $region$ 中的动物。]

// HASH_VALUE 08D85AA219A3EC1F
// INDEX 7265
template_task_kill_species_0_title_10	[$giver$ 想调控 $region$ 的物种。]

//captain / carnivore, welcomer / carnivore, patrolman / carnivore, tribe / carnivore, hunter / carnivore, Kami / carnivore, Karavan / carnivore
// HASH_VALUE 6858E61B7C735CD4
// INDEX 7266
template_task_kill_species_1_title_1	[杀死屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 6858E3B362735CD4
// INDEX 7267
template_task_kill_species_1_title_2	[驱赶屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 6858E3EE31735CD4
// INDEX 7268
template_task_kill_species_1_title_3	[清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 6858E3EE31735CD4
// INDEX 7269
template_task_kill_species_1_title_4	[清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 2B854B27709AAF80
// INDEX 7270
template_task_kill_species_1_title_5	[$giver$ 需要有人杀死屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 2B854B27709AAC18
// INDEX 7271
template_task_kill_species_1_title_6	[$giver$ 需要有人驱赶屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 2B854B27709AAC53
// INDEX 7272
template_task_kill_species_1_title_7	[$giver$ 需要有人清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 2B854B27709AAC53
// INDEX 7273
template_task_kill_species_1_title_8	[$giver$ 需要有人清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 05325BC3DCBD240F
// INDEX 7274
template_task_kill_species_1_title_9	[$giver$ 想清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 05325BC3DCBD240F
// INDEX 7275
template_task_kill_species_1_title_10	[$giver$ 想清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

//captain / herbivore, welcomer / herbivore, patrolman / herbivore, tribe / herbivore, hunter / herbivore, Kami / herbivore, Karavan / herbivore
// HASH_VALUE 5B1900629F759626
// INDEX 7276
template_task_kill_species_2_title_1	[杀死啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 5B19FDFA9F759626
// INDEX 7277
template_task_kill_species_2_title_2	[驱赶啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 6858E3EE31735CD4
// INDEX 7278
template_task_kill_species_2_title_3	[清除屠戮兽群的食肉动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 5B19FD359F759626
// INDEX 7279
template_task_kill_species_2_title_4	[清除啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 11878579635BC9C7
// INDEX 7280
template_task_kill_species_2_title_5	[$giver$ 需要有人杀死啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 11878579635BC65F
// INDEX 7281
template_task_kill_species_2_title_6	[$giver$ 需要有人驱赶啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 11878579635BC69A
// INDEX 7282
template_task_kill_species_2_title_7	[$giver$ 需要有人清除啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 11878579635BC69A
// INDEX 7283
template_task_kill_species_2_title_8	[$giver$ 需要有人清除啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 099B7E57EBA46ADA
// INDEX 7284
template_task_kill_species_2_title_9	[$giver$ 想清除啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 099B7E57EBA46ADA
// INDEX 7285
template_task_kill_species_2_title_10	[$giver$ 想清除啃食一切植物的食草动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE A3C7247A7C9BFF95
// INDEX 7286
template_task_kill_species_3_title_1	[杀死在 $region$ 疯长蔓延的智慧植物。]

// HASH_VALUE A3C72152629BFF95
// INDEX 7287
template_task_kill_species_3_title_2	[驱赶在 $region$ 疯长蔓延的智慧植物。]

// HASH_VALUE 8677FA8C951745DE
// INDEX 7288
template_task_kill_species_3_title_3	[清除侵占 $region.da$ $region$ 的智慧植物。]

// HASH_VALUE 8677FA8C951745DE
// INDEX 7289
template_task_kill_species_3_title_4	[清除侵占 $region.da$ $region$ 的智慧植物。]

// HASH_VALUE 072934318EB9C61E
// INDEX 7290
template_task_kill_species_3_title_5	[$giver$ 需要有人杀死侵占 $region.da$ $region$ 的智慧植物。]

// HASH_VALUE 072934318EB9C3B6
// INDEX 7291
template_task_kill_species_3_title_6	[$giver$ 需要有人驱赶侵占 $region.da$ $region$ 的智慧植物。]

// HASH_VALUE D1375976A2079061
// INDEX 7292
template_task_kill_species_3_title_7	[$giver$ 需要有人清除在 $region$ 疯长蔓延的智慧植物。]

// HASH_VALUE D1375976A2079061
// INDEX 7293
template_task_kill_species_3_title_8	[$giver$ 需要有人清除在 $region$ 疯长蔓延的智慧植物。]

// HASH_VALUE BEBA965CA2F558D2
// INDEX 7294
template_task_kill_species_3_title_9	[$giver$ 想清除在 $region$ 疯长蔓延的智慧植物。]

// HASH_VALUE 8488D1306A5D4684
// INDEX 7295
template_task_kill_species_3_title_10	[$giver$ 想清除侵占 $region.da$ $region$ 的智慧植物。]

//captain / kitin, welcomer / kitin, patrolman / kitin, tribe / kitin, hunter / kitin, Kami / kitin, Karavan / kitin
// HASH_VALUE D54BA08909E811F3
// INDEX 7296
template_task_kill_species_4_title_1	[杀死袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE D54B9D2109DC6EF3
// INDEX 7297
template_task_kill_species_4_title_2	[驱赶袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE D54B9D5C09DC5CF3
// INDEX 7298
template_task_kill_species_4_title_3	[清除袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE D54B9D5C09DC5CF3
// INDEX 7299
template_task_kill_species_4_title_4	[清除袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE CCD6C446DD8D69EE
// INDEX 7300
template_task_kill_species_4_title_5	[$giver$ 需要有人杀死袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE CCD6C446DD8D6686
// INDEX 7301
template_task_kill_species_4_title_6	[$giver$ 需要有人驱赶袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE CCD6C446DD8D66C1
// INDEX 7302
template_task_kill_species_4_title_7	[$giver$ 需要有人清除袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE CCD6C446DD8D69EE
// INDEX 7303
template_task_kill_species_4_title_8	[$giver$ 需要有人杀死袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE D41514431E9C9AC5
// INDEX 7304
template_task_kill_species_4_title_9	[$giver$ 想清除袭击 $region$ 中一切会动之物的 kitin。]

// HASH_VALUE D41514431E9C9AC5
// INDEX 7305
template_task_kill_species_4_title_10	[$giver$ 想清除袭击 $region$ 中一切会动之物的 kitin。]

//captain / goo, welcomer / goo, patrolman / goo, tribe / goo, hunter / goo, Kami / goo, Karavan / goo
// HASH_VALUE E9737773CEF61C76
// INDEX 7306
template_task_kill_species_5_title_1	[杀死被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE E973740B9E701C76
// INDEX 7307
template_task_kill_species_5_title_2	[驱赶被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE E97374469F231C76
// INDEX 7308
template_task_kill_species_5_title_3	[清除被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE E97374469F231C76
// INDEX 7309
template_task_kill_species_5_title_4	[清除被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE AD180BC9F1B540D8
// INDEX 7310
template_task_kill_species_5_title_5	[$giver$ 需要有人杀死被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE AD180BC9F1B53D70
// INDEX 7311
template_task_kill_species_5_title_6	[$giver$ 需要有人驱赶被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE AD180BC9F1B53DAB
// INDEX 7312
template_task_kill_species_5_title_7	[$giver$ 需要有人清除被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE AD180BC9F1B53DAB
// INDEX 7313
template_task_kill_species_5_title_8	[$giver$ 需要有人清除被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 7775C2CA25BCA411
// INDEX 7314
template_task_kill_species_5_title_9	[$giver$ 想清除被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 7775C2CA25BCA411
// INDEX 7315
template_task_kill_species_5_title_10	[$giver$ 想清除被胶质感染的动物，以免灾祸蔓延到整个 $region$。]

//captain / degen, welcomer / degen, patrolman / degen, tribe / degen, hunter / degen, Kami / degen, Karavan / degen
// HASH_VALUE 87B77AC9BAA7F8CE
// INDEX 7316
template_task_kill_species_6_title_1	[杀死袭击 $region$ 旅客的原生生物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 87B77761BAA7F8CE
// INDEX 7317
template_task_kill_species_6_title_2	[驱赶袭击 $region$ 旅客的原生生物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 87B7779CBAA7F8CE
// INDEX 7318
template_task_kill_species_6_title_3	[清除袭击 $region$ 旅客的原生生物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 87B7779CBAA7F8CE
// INDEX 7319
template_task_kill_species_6_title_4	[清除袭击 $region$ 旅客的原生生物，以免灾祸蔓延到整个 $region$。]

// HASH_VALUE 204188E4CAC2CE4A
// INDEX 7320
template_task_kill_species_6_title_5	[$giver$ 需要有人杀死袭击 $region$ 旅客的原生生物。]

// HASH_VALUE 204188E4CAC2CBE2
// INDEX 7321
template_task_kill_species_6_title_6	[$giver$ 需要有人驱赶袭击 $region$ 旅客的原生生物。]

// HASH_VALUE 204188E4CAC2CB1D
// INDEX 7322
template_task_kill_species_6_title_7	[$giver$ 需要有人清除袭击 $region$ 旅客的原生生物。]

// HASH_VALUE 204188E4CAC2CB1D
// INDEX 7323
template_task_kill_species_6_title_8	[$giver$ 需要有人清除袭击 $region$ 旅客的原生生物。]

// HASH_VALUE A8A78694D0AC1179
// INDEX 7324
template_task_kill_species_6_title_9	[$giver$ 想清除袭击 $region$ 旅客的原生生物。]

// HASH_VALUE A8A78694D0AC1179
// INDEX 7325
template_task_kill_species_6_title_10	[$giver$ 想清除袭击 $region$ 旅客的原生生物。]

// HASH_VALUE 09C88C84989E87F4
// INDEX 7326
template_task_kill_species_intro_1_money	[杀 $qt1$ 只 $r1$，我付你 $reward$ 达珀。]

// HASH_VALUE B2112273DEECBCFF
// INDEX 7327
template_task_kill_species_intro_1_money_timed	[杀 $qt1$ 只 $r1$，我付你 $reward$ 达珀。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE 0577AFB98BF542BA
// INDEX 7328
template_task_kill_species_intro_1_fame_timed	[杀 $qt1$ 只 $r1$。$f.mda$ $f.member$ 将感激不尽。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE E11BF08E4E1E1311
// INDEX 7329
template_task_kill_species_intro_1_fame	[杀 $qt1$ 只 $r1$。$f.mda$ $f.member$ 将感激不尽。]

// HASH_VALUE 6CF616A9A39E5F00
// INDEX 7330
template_task_kill_species_intro_2_money	[杀死 kitin，减轻笼罩 $placename$ 的威胁。]

// HASH_VALUE B5AF8224AC7A4B93
// INDEX 7331
template_task_kill_species_intro_2_money_timed	[杀 $qt1$ 只 $r1$ 和 $qt2$ 只 $r2$，我付你 $reward$ 达珀。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE E4C41A49FC658D35
// INDEX 7332
template_task_kill_species_intro_2_fame_timed	[杀 $qt1$ 只 $r1$ 和 $qt2$ 只 $r2$。$f.mda$ $f.member$ 将感激不尽。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE 3B7B845AF317582A
// INDEX 7333
template_task_kill_species_intro_2_fame	[杀 $qt1$ 只 $r1$ 和 $qt2$ 只 $r2$。$f.mda$ $f.member$ 将感激不尽。]

// HASH_VALUE DE8728772322256F
// INDEX 7334
template_task_kill_species_intro_3_money	[杀 $qt1$ 只 $r1$、$qt2$ 只 $r2$ 和 $qt3$ 只 $r3$，我付你 $reward$ 达珀。]

// HASH_VALUE E7D55D82CC6BBB5E
// INDEX 7335
template_task_kill_species_intro_3_money_timed	[杀 $qt1$ 只 $r1$、$qt2$ 只 $r2$ 和 $qt3$ 只 $r3$，我付你 $reward$ 达珀。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE 94DEE33D1FD148A4
// INDEX 7336
template_task_kill_species_intro_3_fame_timed	[杀 $qt1$ 只 $r1$、$qt2$ 只 $r2$ 和 $qt3$ 只 $r3$。$f.mda$ $f.member$ 将感激不尽。\n
	\n
	但要快，非常紧急！]

// HASH_VALUE 5707B494FB758979
// INDEX 7337
template_task_kill_species_intro_3_fame	[杀 $qt1$ 只 $r1$、$qt2$ 只 $r2$ 和 $qt3$ 只 $r3$。$f.mda$ $f.member$ 将感激不尽。]

//default text
// HASH_VALUE 4C503C006014F014
// INDEX 7338
template_task_loot_give_0_title_1	[收集动物原材料。]

// HASH_VALUE A8C914D1C75604D8
// INDEX 7339
template_task_loot_give_0_title_2	[出发打猎，收集原材料。]

// HASH_VALUE D86EE6CDC5399C11
// INDEX 7340
template_task_loot_give_0_title_3	[为 Karavan 供应 kitin 原材料。]

// HASH_VALUE B049A418EB6F0CF4
// INDEX 7341
template_task_loot_give_0_title_4	[你确认选择成为 Zoraï 男入门者吗？]

// HASH_VALUE 3EA1543F6D45A628
// INDEX 7342
template_task_loot_give_0_title_5	[一份动物原材料订单。]

// HASH_VALUE 4C503CA86014F014
// INDEX 7343
template_task_loot_give_0_title_6	[采集动物原材料。]

// HASH_VALUE C1D13BD53A32A012
// INDEX 7344
template_task_loot_give_0_title_7	[$giver$ 需要有人清理土地。]

// HASH_VALUE D0BAB69894F1EEA4
// INDEX 7345
template_task_loot_give_0_title_8	[$giver$ 在找动物原材料的供应商。]

// HASH_VALUE BFE6A45E4533122E
// INDEX 7346
template_task_loot_give_0_title_9	[$giver$ 需要一名猎手，补充原材料的库存。]

// HASH_VALUE 90467FAC10475789
// INDEX 7347
template_task_loot_give_0_title_10	[$giver$ 想补充动物原材料的库存。]

//Karavan / kitin
// HASH_VALUE 80DBE6CDC5399C11
// INDEX 7348
template_task_loot_give_10_title_1	[为 Karavan 收集 kitin 原材料。]

// HASH_VALUE 9973416E1B381857
// INDEX 7349
template_task_loot_give_10_title_2	[出发打猎，为 Karavan 收集 kitin 碎块。]

// HASH_VALUE 9168FDC1B08A412E
// INDEX 7350
template_task_loot_give_10_title_3	[为 Kami 供应胶质残渣供研究。]

// HASH_VALUE 3F5E823F77C476D2
// INDEX 7351
template_task_loot_give_10_title_4	[一份给 Karavan 的 kitin 碎块特别订单。]

// HASH_VALUE BE011C8177D601D5
// INDEX 7352
template_task_loot_give_10_title_5	[一份给 Karavan 的 kitin 原材料订单。]

// HASH_VALUE 80DBE6CDC5399C11
// INDEX 7353
template_task_loot_give_10_title_6	[为 Karavan 收集 kitin 原材料。]

// HASH_VALUE D26E5910D5A52D59
// INDEX 7354
template_task_loot_give_10_title_7	[Karavan 需要 kitin 碎块。]

// HASH_VALUE E630D6A379A617B0
// INDEX 7355
template_task_loot_give_10_title_8	[Karavan 在找 kitin 原材料的供应商。]

// HASH_VALUE 32BC6EDF053FF3EC
// INDEX 7356
template_task_loot_give_10_title_9	[Karavan 需要一名猎手，补充 kitin 碎块的库存。]

// HASH_VALUE C31E0BCEC047C8A5
// INDEX 7357
template_task_loot_give_10_title_10	[Karavan 想补充 kitin 原材料的库存。]

//ambassador / bone, welcomer / bone, scout / bone
// HASH_VALUE C498D13B6B50F525
// INDEX 7358
template_task_loot_give_11_title_1	[收集骨头。]

// HASH_VALUE 6806E3800F5740A4
// INDEX 7359
template_task_loot_give_11_title_2	[出发打猎，收集骨头。]

// HASH_VALUE FE6E783A620F91A2
// INDEX 7360
template_task_loot_give_11_title_3	[为 $giver$ 供应骨头。]

// HASH_VALUE FD7453B2F5EAC6B9
// INDEX 7361
template_task_loot_give_11_title_4	[一份骨头特别订单。]

// HASH_VALUE BCA55FF8FD7453B2
// INDEX 7362
template_task_loot_give_11_title_5	[一份骨头订单。]

// HASH_VALUE C498D13B6B50F525
// INDEX 7363
template_task_loot_give_11_title_6	[收集骨头。]

// HASH_VALUE 38DC0DAF7557EE50
// INDEX 7364
template_task_loot_give_11_title_7	[$giver$ 需要骨头。]

// HASH_VALUE 271C937CA01F0B31
// INDEX 7365
template_task_loot_give_11_title_8	[$giver$ 在找骨头的供应商。]

// HASH_VALUE BF340AA17929D41A
// INDEX 7366
template_task_loot_give_11_title_9	[$giver$ 需要一名猎手，补充骨头的库存。]

// HASH_VALUE 67F1D859E783BD9E
// INDEX 7367
template_task_loot_give_11_title_10	[$giver$ 想补充骨头的库存。]

//hunter / bone
// HASH_VALUE A605934E675091A2
// INDEX 7368
template_task_loot_give_12_title_1	[帮 $giver$ 收集骨头。]

// HASH_VALUE 3658A601DDECC080
// INDEX 7369
template_task_loot_give_12_title_2	[出发打猎，帮 $giver$ 收集骨头。]

// HASH_VALUE 6FED2F61F5CF6FB8
// INDEX 7370
template_task_loot_give_12_title_3	[帮 $giver$ 搭把手，收集骨头。]

// HASH_VALUE 6577E3D22E377CD9
// INDEX 7371
template_task_loot_give_12_title_4	[帮 $giver$ 完成一份骨头特别订单。]

// HASH_VALUE 3F1C238D60AC7431
// INDEX 7372
template_task_loot_give_12_title_5	[$giver$ 求人搭把手，收集骨头。]

// HASH_VALUE A6A43B4E675091A2
// INDEX 7373
template_task_loot_give_12_title_6	[帮 $giver$ 采集骨头。]

// HASH_VALUE CFC93BD5418430EA
// INDEX 7374
template_task_loot_give_12_title_7	[$giver$ 需要人手收集骨头。]

// HASH_VALUE 341653C9590152DC
// INDEX 7375
template_task_loot_give_12_title_8	[$giver$ 需要有人搭把手，收集骨头。]

// HASH_VALUE 75C8F31B74B036EE
// INDEX 7376
template_task_loot_give_12_title_9	[$giver$ 想把一份订单送到 $region$。]

// HASH_VALUE 403CF8286129572E
// INDEX 7377
